title,rating,rating_count,status,view,genres
Kunon The Sorcerer Can See Through,2.9,56,Ongoing,8342,"['Comedy', 'Fantasy', 'Shounen']"
Genius Archer’s Streaming,2.5,574,Ongoing,22729,"['Action', 'Sports', 'Adventure']"
Boss in School: The Beginning,5,5,Ongoing,5769,"['Action', 'Manhwa', 'School Life']"
Kamatte Shinsotsu-chan ga Maikai Sasottekuru,2.2,5,Ongoing,3243,"['Comedy', 'Drama', 'Romance']"
Mending the Barbaric Prince’s Wounds,0,1,Ongoing,41,"['Drama', 'Fantasy', 'Manga', 'Romance']"
I Became the Hero&#x27;s Mom,5,2,Ongoing,976,"['Drama', 'Manhwa', 'Romance']"
Marriage Instead Of Death,3.1,45,Ongoing,4974,"['Action', 'Drama', 'Fantasy', 'Romance', 'Isekai']"
Eternal Force (The Breaker 3),2.5,258,Ongoing,44915,"['Action', 'Manhwa']"
Muhyo to Roji no Mahouritsu Soudan Jimusho: Mazoku Magushi-hen,2.9,8,Ongoing,1324,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Supernatural', 'Adventure']"
Mercury Express,0,1,Ongoing,1322,"['Action', 'Sci-fi']"
Lord Xue Ying,2.4,58,Ongoing,4010,"['Action', 'Comedy', 'Fantasy', 'Martial Arts']"
"Spare Me, Great Lord!",2.5,199,Ongoing,39480,"['Action', 'Fantasy']"
Kinemaquia,5,1,Ongoing,4076,"['Action', 'Drama', 'Horror', 'Mystery', 'School Life', 'Slice of Life', 'Supernatural']"
"A brave man trained by the worst demon king, unrivaled in the school of returnees from another world",2.7,147,Ongoing,24800,"['Action', 'Adventure', 'Isekai']"
Heim&#x27;s Study,2,1,Ongoing,301,"['Fantasy', 'Webtoon']"
Demonic fairy,4.9,4,Ongoing,11521,"['Fantasy', 'Manhua']"
My endless inventory,2.9,7,Ongoing,5183,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Martial Arts', 'Shounen']"
Goddess’s Taste,5,1,Ongoing,428,"['Comedy', 'Romance']"
Boy Having Useless Skill MAPPING,1.5,2,Ongoing,1123,"['Action', 'Fantasy', 'Harem']"
Hitomi-chan Is Shy With Strangers,2.9,11,Ongoing,6196,"['Comedy', 'Romance', 'School Life', 'Slice of Life']"
I’m the Only One Who Knows That Jobless Is the Strongest,2.6,248,Ongoing,28811,"['Action', 'Manga']"
The Reincarnated Inferior Magic Swordsman,2.4,30,Ongoing,37201,"['Fantasy', 'Manga', 'Shounen']"
Contract Grand Duchess,2,2,Ongoing,60,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Gantz:E,2.2,49,Ongoing,6414,"['Action', 'Drama', 'Historical']"
"I've been reincarnated as a duke's daughter, so I'm a mental maiden, and I'll do my best to enjoy girls",2.2,67,Ongoing,5738,"['Fantasy', 'Romance', 'Isekai']"
How to Survive a Thousand Deaths: Accidentally Wooing Everyone as an Ex-gamer Made Villainess!,2.8,32,Ongoing,7700,"['Comedy', 'Fantasy', 'Romance', 'School Life', 'Isekai']"
"From That Day Onwards, Plants Becomes Super God!",2,1,Ongoing,744,['Manhua']
Strongest,4,1,Ongoing,526,"['Action', 'Comedy', 'Fantasy', 'Manhwa', 'Martial Arts']"
A manga about a demon lord who wants to be defeated by the hero quickly,3,2,Ongoing,3448,"['Comedy', 'Fantasy', 'Slice of Life', 'Isekai']"
Bungou Stray Dogs Beast,2.7,13,Ongoing,6433,"['Action', 'Drama', 'Mystery', 'Sci-fi']"
Life Cry,2.9,18,Ongoing,25949,"['Fantasy', 'Manhwa']"
Absolute Necromancer,2.7,640,Ongoing,65236,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
Ghost Story Loop,3.9,5,Ongoing,2722,"['Action', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Psychological', 'Seinen', 'Shounen']"
World's Strongest Invalid Swordsman,5,1,Ongoing,3586,"['Action', 'Fantasy', 'Adventure']"
The Chronicles of the Misfit Quartet and their Unrivaled Synergy,1.4,11,Ongoing,9289,['Manga']
Survival Marriage,5,1,Ongoing,5327,"['Comedy', 'Fantasy', 'Romance', 'Slice of Life']"
What would happen if you saved a high school girl who was about to jump off a cliff?,3.1,10,Ongoing,14503,"['Comedy', 'Drama', 'Romance', 'School Life', 'Slice of Life']"
I Am Selling the Main Character’s Shares,5,1,Ongoing,0,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
I Will Be The Hades In The Apocalypse,2.7,42,Ongoing,4270,"['Action', 'Fantasy', 'Manhua', 'Adventure']"
I decided to kill,2.2,10,Ongoing,2142,"['Adult', 'Detective', 'Drama', 'Manhwa', 'Mature']"
Love Can&#x27;t Be The Same,0.5,2,Ongoing,416,"['Comedy', 'Romance']"
"Genkai Koe No Tenpu wa, Tensei-sha ni Shika Atsukaenai - Overlimit Skill Holders",2.2,140,Ongoing,19362,"['Action', 'Comedy', 'Fantasy', 'Romance']"
How My Room Turned Into a Dungeon Rest Area,3.3,9,Ongoing,6293,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Slice of Life']"
This Game Isn't Simple,3.2,14,Ongoing,1080,['Manhua']
GARBAGE HERO: A REVENGE STORY OF A HERO WHO GOT SUMMONED TO ANOTHER WORLD,2.5,93,Ongoing,27177,['Drama']
Monster Child,3.7,8,Ongoing,4463,"['Action', 'Manhwa', 'Sci-fi']"
Silent Witch Chinmoku no Majo no Kakushigoto,4,1,Ongoing,1525,"['Fantasy', 'School Life', 'Shoujo']"
Fighting Soul Continent,3.9,7,Ongoing,2180,['Action']
Coiling Dragon,2.7,5,Ongoing,1952,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Martial Arts', 'Shounen']"
Sakamoto Days,2.3,47,Ongoing,13692,"['Comedy', 'Shounen', 'Supernatural', 'Manga']"
The Top Player Returns,2,34,Ongoing,15834,"['Action', 'Fantasy', 'Manhua']"
Sun-ken Rock,2.2,10,Ongoing,4556,"['Action', 'Adult', 'Comedy', 'Drama', 'Ecchi', 'Martial Arts', 'Mature', 'Romance', 'Seinen']"
Cthulhu Creator,2.4,116,Ongoing,3320,"['Action', 'Drama', 'Fantasy', 'Horror', 'Mystery']"
Kekkai Sensen Beat 3 Peat,3.2,20,Ongoing,1644,"['Action', 'Comedy', 'Martial Arts', 'Mystery', 'Sci-fi', 'Supernatural', 'Adventure']"
The Problematic Prince,5,2,Ongoing,46,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Search and Discovery with my Isekai Elf,4.8,3,Ongoing,2768,"['Comedy', 'Fantasy', 'Slice of Life', 'Isekai']"
Koroshiya Datte Mimamoritai,5,1,Ongoing,326,"['Action', 'Comedy', 'Drama', 'Romance']"
"I, the Sacrifice, Somehow Killed the Evil God",2.8,45,Ongoing,5357,"['Action', 'Fantasy', 'Harem', 'Romance']"
Heavenly Demon Cultivation Simulation,2.5,452,Ongoing,103281,"['Action', 'Fantasy', 'Manhwa', 'Martial Arts']"
I Am Worried That My Childhood Friend Is Too Cute!,2.4,41,Ongoing,9430,"['Comedy', 'Romance', 'School Life']"
Psycho World,5,1,Ongoing,297,"['Action', 'Drama', 'Shounen']"
Island Part 2,2.2,104,Ongoing,7725,"['Action', 'Fantasy', 'Manhwa']"
Akabane Honeko no Bodyguard,1.7,30,Ongoing,5376,"['Action', 'Comedy', 'School Life']"
AFTERGOD,2.4,45,Ongoing,8198,"['Action', 'Fantasy', 'Psychological', 'Manga']"
The 10th Class Lout of the Knight Family,1.7,5,Ongoing,24093,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
Soul Gear,2.3,89,Ongoing,9087,"['Action', 'Fantasy', 'Manhwa', 'Adventure']"
"Though I May Be a Villainess, I'll Show You I Can Obtain Happiness!",3,4,Ongoing,12285,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Isekai']"
Home Cabaret ~Operation: Making a Cabaret Club at Home so Nii-chan Can Get Used to Girls,2.3,3,Ongoing,3550,"['Comedy', 'Romance', 'Slice of Life']"
"If I Hit It With My Staff, You May Die",4.5,2,Ongoing,2684,"['Action', 'Comedy', 'Harem', 'Manhua', 'Adventure']"
The Reincarnated Magician with Inferior Eyes ~The Oppressed Ex-Hero Survives the Future World with Ease~,2.6,316,Ongoing,17200,"['Action', 'Adventure', 'Isekai']"
The Justice From the Ashes,5,1,Ongoing,363,"['Action', 'Manhua', 'Sci-fi']"
The Legend of the Blue Realm,5,1,Ongoing,716,['Manhua']
Obey Me,2.3,77,Ongoing,13545,"['Drama', 'Fantasy', 'Historical', 'Manhwa', 'Romance']"
I Was Raised By A Demoness,2.2,6,Ongoing,983,"['Action', 'Fantasy', 'Harem', 'Manhua']"
The Pinnacle,2.5,21,Ongoing,1702,"['Comedy', 'Manhua', 'Martial Arts']"
The Dark Maid Dominates!,0.5,1,Ongoing,982,"['Comedy', 'Fantasy', 'Slice of Life']"
The Emperor of war,2,4,Ongoing,700,"['Action', 'Manhua', 'Martial Arts', 'School Life']"
Back From The Dead To Build To The Strongest Guild Of All Time,2.7,116,Ongoing,6121,['Action']
The Last Summoner,2.3,94,Ongoing,5095,"['Action', 'Drama', 'Fantasy', 'Manhua']"
Nan Hao &amp; Shang Feng,3,11,Ongoing,2895,"['Comedy', 'School Life', 'Slice of Life']"
Kendo Shitouden Cestvs,2.2,6,Ongoing,2031,"['Action', 'Historical', 'Martial Arts', 'Mature', 'Seinen', 'Tragedy']"
Tsui no Taimashi ―Ender Geisterー,2.3,22,Ongoing,6348,"['Action', 'Horror']"
Dragon Sealed Hero,3.3,5,Ongoing,2060,['Manhua']
I Am The King,3.5,3,Ongoing,5678,"['Action', 'Fantasy', 'Manhua']"
I’ve Become a Rogue Lord in a World Where Only I Can Level Up,2.3,7,Ongoing,19092,"['Action', 'Comedy', 'Fantasy', 'Shounen']"
Devouring Eternity,0.5,5,Ongoing,2750,"['Action', 'Fantasy']"
Godly Figurines Descend,2.5,2,Ongoing,698,"['Action', 'Fantasy', 'Mystery', 'Supernatural']"
I Am The Dengle,4,10,Ongoing,292,"['Action', 'Fantasy', 'Manhua', 'Adventure']"
King of Piling,4,4,Ongoing,2406,"['Action', 'Comedy', 'Manhwa', 'School Life', 'Webtoon']"
Only I Know That the World Will End,2.5,119,Ongoing,15599,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Isekai']"
MAGICAL SHOOTING : SNIPER OF STEEL,2.6,15,Ongoing,28779,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Shounen', 'Adventure']"
Logout shita no wa VRMMO janaku Honmono no Isekai deshita – Genjitsu ni Modotte mo Status ga Kowareteiru Ken,2.6,83,Ongoing,5047,"['Action', 'Fantasy', 'Mature', 'School Life', 'Shounen']"
The Silent Daughter of a Duke and the Cold Emperor ~ The Child I Found in My Past Life Became the Emperor ~,5,1,Ongoing,6173,"['Historical', 'Shoujo', 'Manga']"
Desperately Making Her a Princess,2.5,335,Ongoing,15803,"['Action', 'Fantasy']"
"If I Die, I will Be Invincible",2.6,50,Ongoing,25664,"['Action', 'Comedy', 'Fantasy', 'Historical', 'Manhua', 'Martial Arts', 'Isekai']"
"My Lord, The Wolf Queen",5,1,Ongoing,1214,"['Drama', 'Fantasy', 'Josei', 'Mystery', 'Romance']"
AccidentaIIy Became Famous Throughout History,2.7,144,Ongoing,4924,"['Action', 'Fantasy', 'Harem', 'Manhua']"
The Path of the Perfect Evasion Healer,2.4,44,Ongoing,10357,"['Action', 'Fantasy']"
Miyori no Nai Onnanoko,2.1,28,Ongoing,9832,"['Comedy', 'Romance', 'Slice of Life']"
God Worker,3.7,3,Ongoing,405,['Manhua']
Boxer's Blast,0,1,Ongoing,896,"['Action', 'Drama', 'Sports']"
The Crown Prince That Sells Medicine,2.6,642,Ongoing,29937,"['Action', 'Comedy', 'Fantasy', 'Adventure']"
Kitchen soldier,2.6,181,Ongoing,25836,"['Action', 'Cooking', 'Fantasy', 'Adventure']"
"Ikusei Game ni Tensei Shita no ni, Naze ka Kishitachi ni Dekiaisaretemasu",1.8,6,Ongoing,1864,"['Comedy', 'Fantasy', 'Historical', 'Romance', 'Shoujo', 'Isekai']"
Past Lives of the Thunder God,3,16,Ongoing,8202,"['Action', 'Manhwa', 'Martial Arts']"
Konjiki No Moji Tsukai - Yuusha Yonin Ni Makikomareta Unique Cheat,2.4,111,Ongoing,15843,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Harem', 'Shounen', 'Supernatural', 'Manga']"
The Great Venerable Demon Has Returned,2.9,6,Ongoing,2146,[]
I’m Really Not Targeting The Magicians,1.9,44,Ongoing,23496,['Manhua']
The King of Night Market,3,8,Ongoing,1089,"['Action', 'Comedy', 'Manhua']"
The Dark Brown Editor and the Shota Mangaka,2.7,16,Ongoing,6594,"['Comedy', 'Ecchi', 'Romance', 'Slice of Life', 'Manga']"
Surviving as a Maid,2.2,14,Ongoing,10057,"['Manhwa', 'Romance']"
The Hidden Saint,4,5,Ongoing,2024,"['Drama', 'Manhwa', 'Romance', 'Tragedy']"
Revenge of the Top Ranker,2.5,312,Ongoing,21393,"['Action', 'Fantasy']"
Becoming The Scholarly Saint,2.1,4,Ongoing,1009,"['Action', 'Drama', 'Historical', 'Manhua']"
Moogan City,1.6,4,Ongoing,2095,"['Action', 'Drama', 'Fantasy', 'Historical', 'Manhwa', 'Mystery', 'Adventure']"
Matchmaker Baby Princess,2.4,25,Ongoing,14193,"['Manhwa', 'Romance', 'Shoujo', 'Webtoon']"
Zero One Daoist,1,1,Ongoing,303,"['Action', 'Comedy', 'Manhua']"
"My S-Rank Party Fired Me for Being a Cursificer ~ I Can Only Make “Cursed Items”, but They're Artifact Class!",2.6,241,Ongoing,54962,"['Action', 'Comedy', 'Fantasy', 'Adventure']"
Reminiscence Adonis,2.6,15,Ongoing,7581,"['Drama', 'Fantasy', 'Historical', 'Manhua', 'Martial Arts', 'Romance']"
"What, You Dare Pretend in Front of Me, the Strongest in the Immortal World?",3.1,80,Ongoing,7408,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Martial Arts', 'Shounen', 'Adventure']"
My Body is a Sword,2.2,10,Ongoing,3066,"['Action', 'Manhua', 'Martial Arts', 'Romance', 'Webtoon']"
Nyanta to Pomeko ~Imasara Shinjiteiru to Iwarete mo Mouteokureda~,3.2,8,Ongoing,9321,"['Drama', 'Psychological', 'Romance', 'School Life', 'Tragedy']"
"&quot;Kukuku ....... He is the weakest of the Four Heavenly Kings.&quot; I was dismissed from my job, but somehow I became the master of a hero and a holy maiden",5,1,Ongoing,1652,"['Comedy', 'Fantasy']"
Ookami Rise,5,1,Ongoing,538,"['Action', 'Fantasy', 'Horror', 'Psychological', 'Sci-fi']"
Apex Future Martial Arts,2.5,1089,Ongoing,128799,"['Action', 'Fantasy', 'Martial Arts']"
Second life of a Gangster,1.8,19,Ongoing,9556,"['Action', 'Drama', 'Manhwa', 'School Life']"
Best Fairy Doctor,5,2,Ongoing,1238,"['Action', 'Comedy', 'Fantasy', 'Manhua', 'Martial Arts']"
Spirit Farmer,2.5,156,Ongoing,29183,"['Fantasy', 'Manhwa']"
Chi. Chikyuu No Undou Ni Tsuite,2.6,19,Ongoing,3249,"['Historical', 'Psychological', 'Seinen']"
National Tax Service Thug,2.1,254,Ongoing,29632,"['Action', 'Fantasy', 'Manhwa']"
Onee-chan Activities in a Godless World,2.2,25,Ongoing,5129,"['Comedy', 'Fantasy', 'Adventure', 'Isekai']"
A Veterinarian in Another World,3.6,8,Ongoing,2786,"['Comedy', 'Fantasy']"
Xin Ting Is A Great Sword,3.5,1,Ongoing,2739,"['Action', 'Comedy', 'Fantasy', 'Manhua', 'Mystery']"
I Can See Your Death,2.5,67,Ongoing,9675,"['Fantasy', 'Manhwa', 'Romance', 'Shoujo']"
The Forgotten Princess Wants To Live In Peace,2.9,19,Ongoing,10735,"['Action', 'Drama', 'Fantasy', 'Historical', 'Josei', 'Manhwa', 'Psychological', 'Romance', 'Webtoon']"
Umeko-chan wa Koishiteru,2.3,27,Ongoing,3007,"['Comedy', 'Horror', 'Romance', 'School Life']"
"Another World's Highest Guild Leader ~I'm the weakest in the guild, but I can't quit the guild because of the heavy love of all the guild members~",2.7,82,Ongoing,7094,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Psychological', 'Adventure', 'Isekai']"
Starting from zero in Doomsday,2.3,11,Ongoing,11678,"['Action', 'Manhua']"
Barbarian Quest,2.5,211,Ongoing,35102,"['Action', 'Comedy', 'Manhwa', 'Mature', 'Seinen', 'Adventure']"
"The Devils Castle, Burning By My Flame The World Bows Down",3,4,Ongoing,522,"['Fantasy', 'Adventure']"
Sanbun no Ichi,5,1,Ongoing,600,"['Drama', 'Psychological']"
