title,rating,rating_count,status,view,genres
Forty Millenniums Of Cultivation,2.5,11,Ongoing,8690,"['Fantasy', 'Manhua', 'Martial Arts']"
Alone Like a Wolf manhwa,4.5,1,Ongoing,1441,"['Action', 'Drama', 'Horror', 'Manhwa', 'Psychological', 'Romance', 'Seinen']"
The Player Hides His Past,2.6,1446,Ongoing,107539,"['Action', 'Comedy', 'Fantasy', 'Manhwa', 'Adventure']"
Tales Of Herding Gods,2.5,38,Ongoing,5706,"['Action', 'Manhua', 'Martial Arts']"
Ghost Emperor,3.2,20,Ongoing,25731,"['Action', 'Fantasy', 'Manhua']"
Dead Mount Death Play,2.7,61,Ongoing,7427,"['Action', 'Fantasy', 'Seinen', 'Supernatural']"
Tenohira Kaitaku Mura de Isekai Kenkokuki: Fueteku Yome-tachi to Nonbiri Mujintou Life,2.2,38,Ongoing,4401,"['Fantasy', 'Isekai']"
"Good Luck, Hero!",2.3,66,Ongoing,9065,"['Comedy', 'Drama', 'Manhwa', 'Mystery', 'Romance']"
The Small Village of the Young Lady Without Blessing,2.7,27,Ongoing,3879,"['Fantasy', 'Romance', 'Slice of Life', 'Isekai']"
SSSS.GRIDMAN: Princess & Samurai,5,1,Ongoing,630,['Action']
Accidentally Became a God,3.8,5,Ongoing,2807,"['Action', 'Manhua']"
Escape Death Island,5,1,Ongoing,912,"['Action', 'Drama', 'Horror', 'Manhua', 'Mystery', 'Psychological', 'Shoujo', 'Adventure', 'Isekai']"
Once Again Idol,2.5,77,Ongoing,19378,['Comedy']
"Shinmai Ossan Bouken-sha, Saikyou paati ni shinu hodo kitae rarete Muteki ni naru",2.5,106,Ongoing,17661,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy']"
I Am Really Not the Demon Lord!,2.5,249,Ongoing,15948,"['Action', 'Fantasy', 'Manhua']"
Pumpkin Night,2.7,13,Ongoing,7422,"['Action', 'Horror', 'Manga', 'Mature', 'Seinen', 'Tragedy']"
The World Without My Sister Who Everyone Loved,2.7,48,Ongoing,10537,"['Fantasy', 'Romance']"
Gao Neng Strikes,2.6,27,Ongoing,4998,"['Action', 'Fantasy', 'Manhua', 'Romance', 'Sci-fi']"
My Female Apprentices Are All Big Shots From the Future,2.6,191,Ongoing,47280,"['Action', 'Fantasy', 'Harem', 'Historical']"
The Strongest Protagonist of All Time!,2.4,62,Ongoing,44280,"['Action', 'Manhua', 'Martial Arts', 'Mystery']"
"ORE NO SHOUKANJUU, SHINDERU",4.2,6,Ongoing,1332,"['Action', 'Fantasy', 'School Life']"
A Relationship Of Intended Carelessness,5,1,Ongoing,2561,"['Manhwa', 'Romance']"
THE RISING OF THE COMMONER-ORIGIN OFFICER: BEAT UP ALL THE INCOMPETENT NOBLE SUPERIORS!,2.9,34,Ongoing,1619,"['Action', 'Fantasy', 'Seinen', 'Shounen', 'Adventure']"
"Sensei No Koto, Kusugutte Ageru",1.9,57,Ongoing,25730,"['Romance', 'School Life']"
Tenkuu no Shiro o Moratta no de Isekai de Tanoshiku Asobita,2.8,50,Ongoing,9826,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy']"
Second Life in Another World,2.8,16,Ongoing,7701,"['Action', 'Comedy', 'Drama', 'Romance']"
Start Directly As Shenhao,0,1,Ongoing,3589,"['Action', 'Manhua', 'Martial Arts', 'Webtoon']"
The Ultimate Symbol,2.5,78,Ongoing,5219,['Manhua']
Poison Antidote,3.5,2,Ongoing,1120,"['Action', 'Romance']"
Cursed Manager’s Regression,2.5,189,Ongoing,19715,"['Action', 'Comedy', 'Fantasy', 'Manhwa', 'Shounen', 'Adventure']"
musamanlihaeng,3.5,1,Ongoing,1556,['Action']
Hero of His Own Opinion,5,2,Ongoing,3630,"['Action', 'Comedy', 'Fantasy']"
Kemono Jihen,5,1,Ongoing,1156,"['Shounen', 'Supernatural']"
I Am Reborn As The Sword God,2.3,391,Ongoing,52654,"['Manhwa', 'Martial Arts']"
The Apostle of Cards,1.2,3,Ongoing,5743,[]
Invincible After Shocking My Empress Wife,2.7,507,Ongoing,21425,"['Action', 'Manhua']"
Youngest Princess,3.1,27,Ongoing,8744,"['Manhwa', 'Romance']"
SYSTEM ROYALE,2.5,41,Ongoing,1469,"['Action', 'Fantasy', 'Manhwa', 'Shounen', 'Adventure']"
Idol Agent In Another World,1,3,Ongoing,2403,"['Action', 'Comedy', 'Ecchi', 'Manhua']"
Utori: The Legacy,2.7,151,Ongoing,6095,"['Action', 'Supernatural']"
Awakening SSS-Rank skill after a Kiss,2.5,94,Ongoing,27492,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Manhua', 'Martial Arts', 'Romance', 'Adventure']"
Meiou-sama ga Tooru no desu yo!,3,86,Ongoing,11616,"['Action', 'Fantasy', 'Isekai']"
I Picked Up the Second Male Lead After the Ending,0.5,2,Ongoing,5589,"['Fantasy', 'Romance']"
The Evil Ladys Hero,3.3,8,Ongoing,3795,"['Manhwa', 'Romance']"
Martial Legacy,2.7,104,Ongoing,20913,"['Action', 'Fantasy', 'Horror', 'Martial Arts', 'Seinen', 'Supernatural']"
Winner Takes All,2,12,Ongoing,5683,"['Action', 'Manhua', 'Martial Arts', 'Mystery', 'Psychological']"
"When I Reincarnated, I was a Mid-boss Who Died Early in the Game ―Survive by Becoming a Household Member with Heroine―",2.4,33,Ongoing,1618,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Adventure', 'Isekai']"
Prefectural Exchange Group,0,1,Ongoing,1606,"['Action', 'Comedy', 'Fantasy', 'Manhua', 'Romance']"
The Seal of the Mountains and Seas,2,3,Ongoing,820,"['Fantasy', 'Martial Arts']"
Trapped Inside the Beta Test World for 1000 years,3,21,Ongoing,15107,['Manhua']
Kijin Gentosho,5,1,Ongoing,1531,"['Action', 'Drama', 'Fantasy', 'Historical', 'Seinen', 'Supernatural']"
"We'll get married someday, but for now",3,4,Ongoing,5559,"['Comedy', 'Ecchi', 'Romance', 'School Life', 'Seinen', 'Slice of Life']"
Kyou kara Tsukaeru Yakugakuteki Osewa,5,1,Ongoing,3949,"['Comedy', 'Romance']"
MESSIAH: End of the Gods,3.5,17,Ongoing,8840,"['Action', 'Fantasy', 'Manhwa']"
The Unpopular Mangaka And The Helpful Ghost,2.1,4,Ongoing,5934,"['Comedy', 'Horror']"
Ikitsuku Saki wa Yuusha ka Maou ka,2.2,123,Ongoing,16297,"['Action', 'Fantasy', 'Adventure', 'Manga']"
A Butterfly Metamorphoses Three Times,1.5,4,Ongoing,4257,"['Drama', 'Manhwa', 'Romance', 'Slice of Life']"
The personal doctor of the female president,5,1,Ongoing,1929,"['Action', 'Comedy', 'Manhua']"
Moshin Hunter,2.5,28,Ongoing,12324,"['Action', 'Webtoon']"
"Mitarai-ke, Enjou suru",3.2,3,Ongoing,9958,"['Drama', 'Manga', 'Tragedy']"
"Onna dakara, to Party wo Tsuihou Sareta no de Densetsu no Majo to Saikyou Tag wo Kumimashita",2.7,57,Ongoing,17446,"['Action', 'Comedy', 'Fantasy', 'Adventure']"
The Taciturn Girl Acts Like a Lover Even Though She Hasn't Responded to the Confession,3.7,5,Ongoing,1777,"['Romance', 'Slice of Life']"
Reborn Girl Starting a New Life in Another World as a Seventh Daughter,2.2,4,Ongoing,7551,"['Action', 'Fantasy', 'School Life', 'Shounen', 'Adventure', 'Isekai']"
Arcane Ascension,1.7,18,Ongoing,27779,"['Action', 'Fantasy', 'Manhwa', 'Shounen', 'Adventure']"
"I’ve Become A Holy Knight, But The Commander’s Breasts Are Too Amazing To Cleanse My Soul",4.1,4,Ongoing,3564,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Romance', 'School Life']"
Dororo Re:Verse,1.8,13,Ongoing,10245,['Manhwa']
Until the Gal and I Become a Married Couple,2.4,91,Ongoing,13512,"['Comedy', 'Romance', 'School Life', 'Slice of Life']"
Maxed Strength Necromancer,2.7,723,Ongoing,27641,"['Action', 'Fantasy', 'Manhua']"
S3x Fantasy,2,10,Ongoing,3803,"['Action', 'Comedy', 'Fantasy', 'Harem', 'Adventure']"
Groan of Killer,2.6,11,Ongoing,890,"['Action', 'Drama', 'Fantasy']"
For the Musical Genius,2.7,356,Ongoing,13377,"['Drama', 'Manhwa', 'School Life', 'Shounen']"
The Woman Who Messes with My Emotions,2.8,19,Ongoing,6630,"['Comedy', 'Psychological', 'Slice of Life']"
Modern Romanesco,2.4,10,Ongoing,1868,"['Action', 'Comedy', 'Fantasy', 'Historical', 'Mystery', 'Psychological', 'Romance', 'Seinen', 'Supernatural']"
Leveling Again: The Story of Agaya,3,1,Ongoing,7777,"['Comedy', 'Fantasy', 'Manhwa', 'Shoujo', 'Slice of Life', 'Adventure']"
Fire Emblem Engage,2.4,31,Ongoing,2414,['Fantasy']
Helmut: The Forsaken Child,2.8,1027,Ongoing,92079,"['Action', 'Fantasy', 'Manhwa', 'Shounen', 'Adventure']"
Not Alone,2.5,2,Ongoing,832,"['Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural']"
The Sacrificial Princess,2,14,Ongoing,10891,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Task Force for Paranormal Disaster Management,2.1,10,Ongoing,3381,"['Action', 'Drama', 'Manhua', 'Supernatural']"
School belle girlfriend is a zombie? !,1.4,5,Ongoing,4127,"['Action', 'Fantasy', 'Harem', 'Martial Arts', 'Mystery', 'Romance', 'Adventure']"
The Genius Princess&#x27;s Road to Becoming Empress,0,1,Ongoing,317,"['Comedy', 'Drama', 'Fantasy']"
"When I Quit Being A Wicked Mother-in-law, Everyone Became Obsessed With Me",2.7,62,Ongoing,13750,"['Drama', 'Fantasy', 'Josei', 'Manhwa', 'Psychological', 'Romance', 'Tragedy', 'Isekai']"
"Level 1 Strongest Sage - [Cursed By The Evil God, Can Only Use the Lowest Magic, But Gains Infinite Magic Power by Misunderstanding, and be the Strongest]",3.6,14,Ongoing,13043,"['Action', 'Fantasy', 'Romance']"
Somebody Please Explain What&#x27;s Going On Here! ~A Wedding that Began With a Contract~,1,1,Ongoing,957,"['Comedy', 'Fantasy', 'Manga', 'Romance', 'Shoujo', 'Slice of Life']"
My Blade Will Lead the Way! Abandoned in a Labyrinth as a Directionally Challenged S-Rank Swordsman,2.6,83,Ongoing,5113,"['Action', 'Comedy', 'Fantasy', 'Supernatural', 'Adventure', 'Isekai']"
The Three Realms Online Shop,2.1,46,Ongoing,15109,"['Fantasy', 'Manhua', 'School Life', 'Supernatural']"
"Joou Ophiria yo, Onore no Shi no Nazo wo Toke",2.4,18,Ongoing,5286,"['Fantasy', 'Mystery']"
The Duke's Redemption,2.8,17,Ongoing,21267,"['Fantasy', 'Manhwa', 'Adventure', 'Isekai']"
My Tsundere Childhood Friend Is Very Cute,2.6,38,Ongoing,10129,"['Comedy', 'Romance']"
That Time I Was Summoned As A First-Level Monster,1.5,1,Ongoing,2300,"['Comedy', 'Manhua']"
My Younger Sister Was a Genius,2.7,706,Ongoing,26828,"['Drama', 'Manhwa', 'Shoujo', 'Slice of Life']"
Hell's Boat 136,1.5,6,Ongoing,800,"['Action', 'Martial Arts']"
Supernatural Investigation Department,1.6,10,Ongoing,2881,"['Horror', 'Mystery', 'Supernatural']"
Hellmode ~Gamer Who Likes to Speedrun Becomes Peerless in a Parallel World with Obsolete Setting~,2.7,78,Ongoing,25172,"['Action', 'Comedy', 'Fantasy']"
I Became the Sacrificial Princess,3.7,10,Ongoing,10437,"['Drama', 'Fantasy', 'Historical', 'Manhua', 'Romance', 'Shoujo']"
Tensei Inja wa Hokusoemu,2.6,36,Ongoing,16376,"['Action', 'Fantasy']"
"Take the crown, I want to be a king",2.5,2,Ongoing,1612,"['Action', 'Manhua', 'Sci-fi']"
Twin Detective,1.3,5,Ongoing,1401,"['Action', 'Martial Arts', 'Mystery', 'Supernatural']"
Slime Slayer: From Zero To Black Steel King,3,6,Ongoing,518,"['Action', 'Fantasy', 'School Life', 'Slice of Life']"
Magician Rebirth,1.9,22,Ongoing,3415,"['Comedy', 'Fantasy', 'Manhua', 'Romance']"
Kaminaki Sekai no Kamisama Katsudou,2.1,17,Ongoing,7118,"['Action', 'Comedy', 'Fantasy', 'Slice of Life', 'Isekai']"
The Executed Sage Is Reincarnated as a Lich and Starts an All-Out War,2.6,61,Ongoing,31791,"['Action', 'Fantasy']"
Master of Physical Transcendence,2.1,50,Ongoing,3396,"['Manhua', 'Supernatural']"
Dungeon Meshi,2.2,30,Ongoing,12608,"['Comedy', 'Drama', 'Fantasy', 'Seinen', 'Supernatural', 'Manga']"
Hitogirai Koushaku wa Wakaki Niizuma ni Koi wo Suru,5,1,Ongoing,401,"['Fantasy', 'Romance']"
"Isekai Affair ~Ten Years After The Demon King&#x27;s Subjugation, The Married Former Hero And The Female Warrior Who Lost Her Husband",2.6,34,Ongoing,11520,"['Ecchi', 'Fantasy', 'Romance', 'Smut']"
I Am An Invincible Genius,2.7,27,Ongoing,5049,"['Action', 'Comedy', 'Fantasy', 'Martial Arts', 'School Life']"
Inja gang,2.1,15,Ongoing,7908,"['Action', 'Drama', 'Manhwa', 'Martial Arts', 'Shounen']"
Life and Death: The Awakening,2.6,42,Ongoing,8600,"['Action', 'Martial Arts']"
Fighters,2.6,88,Ongoing,17043,"['Action', 'Comedy', 'Drama', 'Manhwa', 'Martial Arts', 'Mature', 'School Life', 'Seinen']"
War Dao Sanctification,4.2,2,Ongoing,662,"['Action', 'Manhua']"
The Strongest Death System,2.3,47,Ongoing,7254,"['Action', 'Fantasy', 'Harem', 'Martial Arts', 'Supernatural']"
The Evil Cinderella Needs a Villain,3.2,4,Ongoing,648,"['Drama', 'Manhwa', 'Romance']"
Until The Chore Granting Sorcerer Realized His Strongest,2.7,105,Ongoing,8025,"['Action', 'Adventure', 'Isekai']"
he strongest knight works hard on the lowest knight order ~ Hunt the orcs until the end of earth that’s easy~,2.7,17,Ongoing,6911,['Manga']
"My Ascension Had Failed, So I Had To Become A Demon Hunter",3.8,5,Ongoing,2276,"['Action', 'Fantasy', 'Manhua', 'Martial Arts', 'Supernatural', 'Adventure']"
The Lone SSS-Class Summoner,2.8,184,Ongoing,56249,"['Action', 'Manhua', 'Shounen']"
Yuan Zun,2.8,132,Ongoing,35012,"['Fantasy', 'Manhua', 'Martial Arts', 'Shounen']"
Saikyou Densetsu Kurosawa,1.8,3,Ongoing,223,"['Comedy', 'Drama', 'Seinen', 'Slice of Life']"
Azumanga Daioh,5,1,Ongoing,552,"['Comedy', 'School Life', 'Shounen', 'Slice of Life']"
"A Court Magician, Who Was Focused On Supportive Magic Because His Allies Were Too Weak, Aims To Become The Strongest After Being Banished",2.6,30,Ongoing,34129,"['Action', 'Fantasy', 'Manhwa', 'Shounen', 'Adventure']"
"Arafo Boukensha, Densetsu Ni Naru – SS Rank No Musume Ni Kyouka Saretara SSS Rank Ni Narimashita",3.5,4,Ongoing,1959,"['Fantasy', 'Seinen']"
"THE REINCARNATED NOBLE WHO WAS EXILED, USES A USELESS SKILL TO RULE OVER DOMESTIC AFFAIRS~ WAS SUPPOSED TO RUN THE TERRITORY FREELY, BUT THANKS TO THE SKILL ""GACHA"", ENDED UP CREATING THE STRONGEST TERRITORY~",2.7,25,Ongoing,1038,"['Fantasy', 'Seinen', 'Shounen', 'Adventure', 'Isekai']"
Android have no blood,3.2,4,Ongoing,1192,"['Action', 'Manhwa']"
I&#x27;m cultivating draconic veins in china,5,1,Ongoing,341,"['Action', 'Comedy', 'Historical', 'Mystery']"
Stairs,2.3,121,Ongoing,5958,"['Action', 'Fantasy', 'Manhwa']"
One-Armed Amy,5,1,Ongoing,342,['Mystery']
"Kiwameta Hiiru ga Subete wo Iyasu! ～Mura de Muyou ni Natta Boku ha, Hirotta Gomi wo Geki Rea Aitemu ni Shuuzenshite Noriagaru～",3.5,1,Ongoing,9778,"['Comedy', 'Fantasy', 'Slice of Life']"
Two-Dimensional Mercenary,2.3,22,Ongoing,10146,"['Comedy', 'Drama', 'Fantasy', 'Manhwa', 'Shounen']"
"Ingrid, The White Deer",3.5,2,Ongoing,1136,"['Historical', 'Josei', 'Manhwa', 'Romance']"
Itan Empire’s Jacheongbi,5,1,Ongoing,225,"['Fantasy', 'Historical', 'Romance']"
Princess of Doom,3.2,15,Ongoing,10761,"['Fantasy', 'Manhwa', 'Romance', 'Shoujo']"
Become the Lord of Cthulhu,2.2,119,Ongoing,16681,"['Action', 'Mystery', 'Sci-fi']"
Chotto Dake ai ga Omoi Dark Elf ga Isekai Kara Oikakete Kita,2.3,23,Ongoing,7579,"['Comedy', 'Fantasy', 'Romance', 'Isekai']"
The Magic in this Other World is Too Far Behind,2.2,66,Ongoing,21966,"['Action', 'Fantasy', 'Harem', 'Romance']"
Space-Time Prisoner,2.2,24,Ongoing,5350,"['Action', 'Comedy', 'Manhua', 'Mature', 'Supernatural']"
The Dragon Is Not In The Sky,3.5,1,Ongoing,430,['Manhua']
Super God Card Maker,2.2,19,Ongoing,13910,"['Action', 'Fantasy', 'Manhua']"
Demons And Strangers,2.6,7,Ongoing,1562,"['Action', 'Historical', 'Manhua', 'Martial Arts', 'Supernatural']"
I Look Too Much Like The Boss And The World Actually Believes It,2.7,95,Ongoing,8830,"['Action', 'Drama', 'Fantasy', 'Manhua', 'Martial Arts', 'Shounen']"
Rewrite My Happy Ending,5,1,Ongoing,16,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Yamakusa Yuu Today's Doodle,1.9,7,Ongoing,5657,"['Comedy', 'Fantasy', 'Romance', 'Sci-fi', 'Slice of Life']"
Soul Of Burning Steel,2.7,41,Ongoing,16202,"['Action', 'Manhua', 'Adventure']"
The Hero and The Harem are mine now,2.3,29,Ongoing,3502,"['Action', 'Fantasy', 'Harem', 'Manhua']"
I’m Not the Final Boss’ Lover,2.1,10,Ongoing,219,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Adventure']"
Marriage Proposal~ Taisho’s Noble Son’s Forced Marriage/Yomeiri no Susume: Taisho Onzoushi no Gouin na Kyuukon,1,1,Ongoing,1050,"['Drama', 'Romance', 'Shoujo']"
Kimama ni Tokyo Survive,3.2,5,Ongoing,1469,"['Action', 'Fantasy', 'Slice of Life']"
Rebuild World,3,27,Ongoing,7739,"['Action', 'Fantasy', 'Manga']"
Lord of Mana,2.2,106,Ongoing,14647,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Martial Arts']"
The Golden Light of Dawn,2.1,33,Ongoing,11424,"['Drama', 'Fantasy', 'Historical', 'Manhwa', 'Romance', 'Shoujo']"
A-Rank Boukensha no Slow Life,2.6,122,Ongoing,10940,['Romance']
House of Riddles,1,1,Ongoing,1819,"['Drama', 'Historical', 'Horror', 'Manhua', 'Mystery', 'Romance', 'Shoujo', 'Supernatural']"
Renge to Naruto!,3.2,13,Ongoing,777,"['Comedy', 'Cooking', 'Drama', 'Romance', 'Slice of Life']"
Record of Ragnarok: The Legend of Lu Bu Fengxian,2.7,108,Ongoing,13247,"['Action', 'Historical', 'Martial Arts', 'Seinen', 'Adventure', 'Manga']"
GOLDEN MAN,2.7,13,Ongoing,570,"['Action', 'Romance', 'Seinen']"
I Am A Child Of This House,4.5,3,Ongoing,2218,['Romance']
"life, once again",1.9,100,Ongoing,13058,"['Drama', 'Fantasy', 'Romance', 'School Life', 'Slice of Life']"
Majin Tensei: The True Remembrance,1.2,2,Ongoing,1085,"['Action', 'Fantasy', 'Manga', 'Adventure']"
I Thought It’s a Common Possession,0.5,1,Ongoing,149,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
"Zatsuyo Gakari Ken Shien Jutsu Shi Ha Party Tsuiho Ni Akogareru Seken Ha Tsuiho Boomnanoni, Ore Wo Kadai Hyoka Suru Party Member Tachi Ga Kesshite Tebanaso to Shitekurenai",2.2,28,Ongoing,2481,"['Action', 'Ecchi', 'Fantasy', 'Adventure']"
Hazure Waku no Joutai Ijou Skill de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,2.8,112,Ongoing,27530,"['Action', 'Drama', 'Fantasy']"
You Haven't Changed,3.5,1,Ongoing,1949,"['Romance', 'School Life', 'Slice of Life']"
HERO Vs Cultivator,1.7,3,Ongoing,3867,"['Action', 'Comedy', 'Manhua', 'Martial Arts']"
Gachiakuta,2.4,159,Ongoing,21117,"['Action', 'Drama', 'Fantasy', 'Psychological', 'Tragedy']"
It Seems the Production Skill Acquired in Another World is the Strongest.,2.6,41,Ongoing,15047,"['Action', 'Comedy', 'Fantasy', 'Harem']"
Evolutionary Game,4.2,3,Ongoing,650,"['Action', 'Fantasy', 'Manhua']"
The Villainess is Changing Her Role to a BroCon,3.4,6,Ongoing,3255,"['Comedy', 'Fantasy', 'Historical', 'Romance', 'School Life', 'Shoujo']"
"Bishoujo ni Natta kedo, Netoge Haijin Yattemasu",2.4,19,Ongoing,7670,['Fantasy']
Teacher Mowu,4.5,1,Ongoing,539,"['Action', 'Comedy', 'Manhua']"
I Am A God Of Medicine,2.7,12,Ongoing,21169,"['Action', 'Comedy', 'Harem', 'Manhua']"
"That Inferior Knight, Lv. 999",2.8,26,Ongoing,6366,"['Fantasy', 'Martial Arts']"
Supreme God&#x27;s Eye,1,2,Ongoing,625,"['Action', 'Comedy', 'Fantasy', 'Manhua', 'Martial Arts', 'Romance']"
Eternally Regressing Knight,2.9,161,Ongoing,6275,"['Action', 'Fantasy', 'Adventure']"
I Can Have Infinite Epiphanies,3.1,325,Ongoing,37605,"['Action', 'Drama', 'Fantasy', 'Historical', 'Manhua', 'Martial Arts', 'Shounen']"
Hectopascal,2.3,207,Ongoing,55943,"['Action', 'Drama', 'Manhwa', 'Slice of Life']"
I Really Don’t Want to be Reborn,2.7,156,Ongoing,33168,"['Drama', 'Fantasy', 'Harem', 'Manhua', 'Romance']"
"A Short Gyaru and A Tall, Clumsy Guy",5,1,Ongoing,590,"['Comedy', 'Romance']"
God's Webnovel,2.4,278,Ongoing,30539,['Manhwa']
Sultan’s Love,3,65,Ongoing,21017,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Smut']"
Infinity,2.7,99,Ongoing,13252,"['Manhwa', 'Sports']"
God of War Against The Sky,2.6,44,Ongoing,5466,"['Action', 'Fantasy', 'Manhua']"
My Husband Hides His Beauty,3,101,Ongoing,16105,"['Historical', 'Manhwa', 'Romance']"
Cyber Crazy Moon,5,1,Ongoing,1930,"['Action', 'Fantasy', 'Manhua', 'Martial Arts', 'Supernatural', 'Webtoon']"
No Dating Allowed In The Office,5,1,Ongoing,0,"['Comedy', 'Drama', 'Fantasy', 'Manhwa', 'Romance']"
Max Level Returner,2.4,116,Ongoing,30686,"['Action', 'Fantasy', 'Manhwa']"
Ice,5,1,Ongoing,3573,"['Action', 'Drama', 'Fantasy', 'Manhwa', 'Romance', 'Shoujo', 'Tragedy']"
The Mysterious World’s Greatest Martial Artist Little Prince,2.8,152,Ongoing,6235,"['Action', 'Drama', 'Fantasy', 'Martial Arts', 'Adventure']"
Heavenly Sword of Twin Stars,3.5,6,Ongoing,337,"['Action', 'Fantasy', 'Historical']"
"Kanojo ni Uwaki Sareteita Ore ga, Koakuma na Kouhai ni Natsukareteimasu",2.6,45,Ongoing,10609,"['Comedy', 'Romance']"
Hinekure Ryoushu no Koufukutan,2.6,8,Ongoing,945,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Adventure']"
Walking with Death: Start From Murloc Dungeons,2.4,108,Ongoing,11353,['Manhua']
"When I Put up the Strongest Barrier in the Country, It Became Too Peaceful and I Was Banished. They Did Know That That Barrier Isn't Permanent, Right?",2.6,76,Ongoing,3829,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Adventure']"
Ashen Oreum,1.5,14,Ongoing,6936,"['Action', 'Drama', 'Fantasy', 'Horror', 'Manhwa', 'Mature', 'Psychological', 'Sci-fi', 'Seinen', 'Supernatural', 'Tragedy']"
Messiah’s Hammer,0.5,1,Ongoing,1470,"['Action', 'Drama', 'Mystery', 'Sci-fi', 'Seinen']"
Isekai Chanko: Yokozuna Mokuzen ni Shoukansaretan daga,3,1,Ongoing,2016,"['Action', 'Comedy', 'Cooking', 'Fantasy', 'Isekai']"
Studio Room 202,2,1,Ongoing,1402,"['Action', 'Horror', 'Manhwa', 'Mystery']"
The Lord’s Coins Aren’t Decreasing?!,2.4,309,Ongoing,24411,"['Action', 'Fantasy', 'Manhwa']"
The Heavenly Demon Destroys the Lich King’s Murim,2.4,421,Ongoing,61474,"['Action', 'Fantasy', 'Manhwa', 'Martial Arts']"
Planet of the Fools,0,1,Ongoing,753,"['Action', 'Drama', 'Fantasy', 'Mature', 'Sci-fi', 'Shounen']"
Power Students,2.1,59,Ongoing,2293,"['Action', 'Comedy', 'Manhwa', 'School Life', 'Slice of Life', 'Adventure']"
Level 1 Player,2.5,166,Ongoing,99970,"['Action', 'Fantasy', 'Manhwa', 'Shounen']"
Psycho no Sekai,5,1,Ongoing,1444,"['Action', 'Drama', 'Supernatural', 'Tragedy']"
Chaos Game,2.4,21,Ongoing,1858,['Action']
"I WAS SOLD AT THE LOWEST PRICE IN MY CLASS, HOWEVER MY PERSONAL PARAMETER IS THE MOST POWERFUL",2.6,181,Ongoing,21403,"['Fantasy', 'Shounen']"
The Last Guardian of Wilderness,3.5,2,Ongoing,1210,"['Action', 'Fantasy', 'Harem', 'Manhua', 'Martial Arts']"
Satsudou,2.8,76,Ongoing,8557,"['Action', 'Martial Arts']"
Bouncer (Makoto Mizuta),3.1,6,Ongoing,6748,"['Action', 'Drama']"
Medusa And Futakuchi-Chan,4.2,6,Ongoing,2581,"['School Life', 'Slice of Life', 'Supernatural']"
"To Hell With Being A Saint, I’m A Doctor",2.4,386,Ongoing,105441,"['Fantasy', 'Manhwa', 'Shounen', 'Adventure', 'Isekai']"
Kimi ni Aitai,4.8,2,Ongoing,246,"['Drama', 'Fantasy', 'Adventure']"
Reborn as a Dog,2.6,9,Ongoing,2172,"['Action', 'Fantasy', 'Harem', 'Manhua', 'Martial Arts']"
Nulliitas: The Half-Blood Royalty,2.5,53,Ongoing,17237,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
Jichou shinai Motoyuusha no Tsuyokute Tanoshii New Game,2.4,21,Ongoing,14735,"['Action', 'Drama', 'Manga']"
The New Teacher with Extremely Low Self-Esteem,1.4,4,Ongoing,4482,['School Life']
The Knight of Embers,2.5,44,Ongoing,20193,"['Action', 'Fantasy', 'Manhwa', 'Martial Arts']"
book spirit breaking realm,4.7,3,Ongoing,1615,"['Action', 'Fantasy', 'Harem', 'Manhua', 'School Life']"
Gifting this Wonderful World with Blessings! Fantastic Days!,5,1,Ongoing,1673,"['Action', 'Comedy', 'Fantasy', 'Slice of Life', 'Adventure']"
I will try to seduce the male lead for my brother,3,2,Ongoing,64,"['Drama', 'Fantasy', 'Manhwa', 'Romance']"
The Invincible Of The East,2.4,431,Ongoing,16809,"['Action', 'Drama', 'Fantasy', 'Martial Arts', 'Adventure']"
Netoge no Yome ga Ninki Idol datta ken ~Cool-kei no kanojo wa genjitsu demo yome no tsumori de iru~,2.8,11,Ongoing,5247,"['Comedy', 'Romance', 'School Life']"
Mukhyang The Origin,2.3,15,Ongoing,3909,"['Action', 'Manhwa', 'Martial Arts']"
"Ie ga Moete Jinsei Dou Demo Yoku Natta kara, Nokotta Nakenashi no Kin de Dark Elf no Dorei o Katta",2.2,54,Ongoing,13895,"['Action', 'Comedy', 'Fantasy']"
"The Former Homewrecker and Flag-Crushing Crown Prince: Even After I Reincarnated, I Still Can't Avoid the Execution Ending?!",5,1,Ongoing,699,['Romance']
Flowers Rot And You Remain,1.4,17,Ongoing,5507,"['Drama', 'Fantasy', 'Historical', 'Josei', 'Romance']"
